,prompt,queries,responses,expected_responses
24,I would really appreciate if you could answer this question,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,Negative,positive
25,I would really appreciate if you could answer this question,The World is just amazing!,Positive,positive
26,I would really appreciate if you could answer this question,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",Negative,positive
27,I would really appreciate if you could answer this question,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,Neutral,neutral
28,I would really appreciate if you could answer this question,My ear are popping.,Neutral,neutral
29,I would really appreciate if you could answer this question,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),Positive,neutral
30,I would really appreciate if you could answer this question, If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,Neutral.,negative
31,I would really appreciate if you could answer this question,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,Positive,positive
32,I would really appreciate if you could answer this question,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,Negative,negative
33,I would really appreciate if you could answer this question,Really wishes he had some spare cash to buy the new Punch Out for Wii,Negative,negative
34,I would really appreciate if you could answer this question,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Negative,negative
35,I would really appreciate if you could answer this question,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",Neutral,positive
36,I would really appreciate if you could answer this question, hm... Both of us I guess...,Neutral,neutral
37,I would really appreciate if you could answer this question,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,Negative,negative
38,I would really appreciate if you could answer this question,Ahhh My Satz blend didn`t save,Negative,neutral
39,I would really appreciate if you could answer this question,Feeling smooth like chrome,Positive,positive
40,I would really appreciate if you could answer this question, Yeah it is. Thanks,Positive,positive
41,I would really appreciate if you could answer this question," doing pretty well, up and wide awake",Positive,positive
42,I would really appreciate if you could answer this question," I am twittering, LIKE A BOSS. Thanks Savvv",Positive,positive
43,I would really appreciate if you could answer this question, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,Neutral,neutral
44,I would really appreciate if you could answer this question, good luck.. Finally your long time will of panvel tweetup finally coming true..,Positive,positive
45,I would really appreciate if you could answer this question,Star trek was good times.,Positive,positive
46,I would really appreciate if you could answer this question,where is the rain please come out,Neutral,neutral
47,I would really appreciate if you could answer this question,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,Negative,negative
48,I would really appreciate if you could answer this question,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,Negative,negative
49,I would really appreciate if you could answer this question,The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,Neutral,neutral
50,I would really appreciate if you could answer this question,this day has beasted me.,Negative,negative
51,I would really appreciate if you could answer this question, hay wats ur AIM? we should chat,Neutral,neutral
52,I would really appreciate if you could answer this question," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",Neutral,positive
53,I would really appreciate if you could answer this question, how sad! are you saying that I`m fat?  *tears*,Negative,negative
54,I would really appreciate if you could answer this question, We saw that in none 3D - the baddie`s the best,Negative,positive
55,I would really appreciate if you could answer this question,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",Positive,positive
56,I would really appreciate if you could answer this question,facebook is being a ****,Negative,negative
57,I would really appreciate if you could answer this question,im an avid fan of **** magazine and i love your magazines,Positive,positive
58,I would really appreciate if you could answer this question,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",Positive,positive
59,I would really appreciate if you could answer this question,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",Negative,neutral
60,I would really appreciate if you could answer this question,today Jon Doe plays at the Moho. ia m excited  itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,Neutral,positive
61,I would really appreciate if you could answer this question,happy mother`s day to all moms out there...,Positive,positive
62,I would really appreciate if you could answer this question," ...i`m sorry about you are still sick  u know most of them, AND i know that u will guess the 'pelzer present' ;-)",Neutral,negative
63,I would really appreciate if you could answer this question, you`re so gorgeous!!,Positive,positive
64,I would really appreciate if you could answer this question," I know, that is so sad.  I",Negative,negative
65,I would really appreciate if you could answer this question,Is at a photoshoot.,Neutral,neutral
66,I would really appreciate if you could answer this question,  BUT THEY ARE EXPENSIVE.,Negative,negative
67,I would really appreciate if you could answer this question," It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",Negative,neutral
68,I would really appreciate if you could answer this question,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,Negative,positive
69,I would really appreciate if you could answer this question,I lost my artistic abilities,Neutral,negative
70,I would really appreciate if you could answer this question,Cant wait to see my boy tomorrow,Positive,positive
71,I would really appreciate if you could answer this question,I miss her alot and its only been one day,Negative,negative
72,I would really appreciate if you could answer this question, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,Neutral,negative
73,I would really appreciate if you could answer this question, ok then,Neutral,neutral
74,I would really appreciate if you could answer this question,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,Neutral,positive
75,I would really appreciate if you could answer this question,"_babe woo! im getting mine on monday,cant wait  x",Positive,positive
76,I would really appreciate if you could answer this question,why am i so tired?,Neutral,negative
77,I would really appreciate if you could answer this question,Candle wax is very enjoyable.,Positive,positive
78,I would really appreciate if you could answer this question,i would slip and fall... on the dirty school bathroom floor. fml.,Negative,negative
79,I would really appreciate if you could answer this question,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,Positive,positive
80,I would really appreciate if you could answer this question,"just in case you wonder, we are really busy today and this coming with with adding tons of new blogs and updates stay tuned",Neutral,neutral
81,I would really appreciate if you could answer this question,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,Positive,positive
82,I would really appreciate if you could answer this question,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",Neutral,positive
83,I would really appreciate if you could answer this question, http://twitpic.com/4jaz5 - Cool... luv it,Positive,positive
84,I would really appreciate if you could answer this question, That`s me on a good day,Positive,positive
85,I would really appreciate if you could answer this question,In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,Neutral,negative
86,I would really appreciate if you could answer this question,is finally starting her assignments,Positive,neutral
87,I would really appreciate if you could answer this question, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,Neutral.,neutral
88,I would really appreciate if you could answer this question,Saw James carville in the store today. His head is really that bald,Neutral,neutral
89,I would really appreciate if you could answer this question,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,Positive,positive
90,I would really appreciate if you could answer this question,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,Positive,negative
91,I would really appreciate if you could answer this question,I wish I could get my nails done  stupid job,Negative,negative
92,I would really appreciate if you could answer this question,working on diffusing that irritation but this traffic sure isn`t helping  mother F! it`s always real bad the days th@ i help plan stuff,Negative,negative
93,I would really appreciate if you could answer this question,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,Neutral,positive
94,I would really appreciate if you could answer this question,twittering after 2 days!,Neutral,neutral
95,I would really appreciate if you could answer this question," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",Neutral,negative
96,I would really appreciate if you could answer this question,Done at the spa   now meeting vic for some late lunch!,Positive,neutral
97,I would really appreciate if you could answer this question,tonight in party w/ my girls (minus vita),Positive,positive
98,I would really appreciate if you could answer this question,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,Positive,positive
99,I would really appreciate if you could answer this question,I have to go to work now.,Neutral.,neutral
100,I would really appreciate if you could answer this question," I had it! On my itunes, but then I lost all my songs.",Negative,neutral
101,I would really appreciate if you could answer this question, which case? I got a new one last week and I`m not thrilled at all with mine.,Negative,negative
102,I would really appreciate if you could answer this question,"  - we`re getting closer rather than further from REAL lobby dates - Chicago, BlogHer09 - squee!!!",Positive,neutral
103,I would really appreciate if you could answer this question,So glad I`m finally done with finals!,Positive,positive
104,I would really appreciate if you could answer this question,"Its prob cuz I don`t really like sleeping in late, even if I tried.",Negative,negative
105,I would really appreciate if you could answer this question,hi guys just doing da usael notmuch really! <3 sad me,Neutral,negative
106,I would really appreciate if you could answer this question," I`m game, too bad your leaving HI!",Neutral,negative
107,I would really appreciate if you could answer this question, and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,Neutral,neutral
108,I would really appreciate if you could answer this question,happy mother`s day mothers.,Positive,positive
109,I would really appreciate if you could answer this question,   Hi to one kiwi artist from another kiwi artist,Positive,neutral
110,I would really appreciate if you could answer this question,Counting the hours of lost sunshine until the Weekend,Neutral,negative
111,I would really appreciate if you could answer this question, ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.,Neutral,neutral
112,I would really appreciate if you could answer this question,Too warm!!!,Negative,neutral
113,I would really appreciate if you could answer this question,I think i need some new friends,Positive,neutral
114,I would really appreciate if you could answer this question," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",Positive,positive
115,I would really appreciate if you could answer this question, I only do computers. Am hopeless at everything else,Neutral,negative
116,I would really appreciate if you could answer this question, Ok then have a good day,Neutral,positive
117,I would really appreciate if you could answer this question,  If I told you how often I wash my hair you would never speak to me again,Neutral,neutral
118,I would really appreciate if you could answer this question,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.,Negative,negative
119,I would really appreciate if you could answer this question," (cont) a bastardized version of French? It`s fun, believe me!",Neutral,positive
120,I would really appreciate if you could answer this question, What are u going to do today my girl?,Positive,neutral
121,I would really appreciate if you could answer this question,?sucks!?..,Negative,negative
122,I would really appreciate if you could answer this question,  has tickets.......?,Neutral,neutral
123,I would really appreciate if you could answer this question,i jus love doin night shifts...will be done in an hour,Positive,positive
124,I would really appreciate if you could answer this question,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,Positive,positive
125,I would really appreciate if you could answer this question, Dang... that IS disappointing,Negative,negative
126,I would really appreciate if you could answer this question,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,Negative,negative
127,I would really appreciate if you could answer this question, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,Negative,negative
128,I would really appreciate if you could answer this question,_Marie Wish I could make it too!!! I hate my commute sometimes,Negative,neutral
129,I would really appreciate if you could answer this question,,Neutral,neutral
130,I would really appreciate if you could answer this question,i just bit my tongue.  blood everywhere!!!,Negative,negative
131,I would really appreciate if you could answer this question,aaaaaw i want to live in the USA,Positive,neutral
132,I would really appreciate if you could answer this question," Aww, congrats to the family. ;) Send me piccies in the email!",Positive,positive
133,I would really appreciate if you could answer this question,Just at Starbucks with Farrah!,Positive,neutral
134,I would really appreciate if you could answer this question,"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",Neutral,negative
135,I would really appreciate if you could answer this question,im thinking that im going to have fun tonight....and maybe some changes are coming,Positive,positive
136,I would really appreciate if you could answer this question,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",Positive,positive
137,I would really appreciate if you could answer this question,"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",Positive,positive
138,I would really appreciate if you could answer this question, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,Positive.,positive
139,I would really appreciate if you could answer this question,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,Positive,positive
140,I would really appreciate if you could answer this question,  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,Positive,positive
141,I would really appreciate if you could answer this question,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,Positive,positive
142,I would really appreciate if you could answer this question, Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,Neutral,neutral
143,I would really appreciate if you could answer this question, nice clutch,Positive,positive
144,I would really appreciate if you could answer this question," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",Neutral,neutral
145,I would really appreciate if you could answer this question,www.myspace.com/fashionisthenextcity  check out and started new tee`s  limited edition in different ways !! check facebook group too,Neutral,neutral
146,I would really appreciate if you could answer this question,I just realized that I can`t forward text msgs with my iPhone.,Negative,neutral
147,I would really appreciate if you could answer this question,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",Positive,positive
148,I would really appreciate if you could answer this question,comes home in two days,Positive,neutral
149,I would really appreciate if you could answer this question," hahaha, I was busy, now I see what I replied to you! Yes that is true",Neutral.,positive
150,I would really appreciate if you could answer this question, How long before the Frisbee Golfer 'accidentally' catches one in the back of the head from his friend,Neutral,negative
151,I would really appreciate if you could answer this question,today was a lovely day! I had fun with  and  this evening!,Positive,positive
152,I would really appreciate if you could answer this question,I think i should go to sleep considering i hav to b up on 3hrs....,Positive,neutral
153,I would really appreciate if you could answer this question,seriously bored without anyone to talk to... but not tired enough for sleep,Neutral,negative
154,I would really appreciate if you could answer this question, phaket.  what did anneliese want to do?,Negative,neutral
155,I would really appreciate if you could answer this question,I don`t want to sit at home on prom night. Someone hang out with me,Positive,negative
156,I would really appreciate if you could answer this question, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,Neutral,positive
157,I would really appreciate if you could answer this question,"'you can ride one, you can catch one, but its not summer til you pop open one'  ?",Neutral,neutral
158,I would really appreciate if you could answer this question,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",Positive,positive
159,I would really appreciate if you could answer this question, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Positive,neutral
160,I would really appreciate if you could answer this question,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",Neutral,negative
161,I would really appreciate if you could answer this question,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Negative,neutral
162,I would really appreciate if you could answer this question, Depends on what they want for it....I`ve become poor again,Negative,negative
163,I would really appreciate if you could answer this question,Almost to grandmas now. No internet there. I will never catch up on twitter.,Neutral,negative
164,I would really appreciate if you could answer this question,"Woke Up,I Wanna Stay In My bed",Negative,neutral
165,I would really appreciate if you could answer this question,Soooo high,Positive,neutral
166,I would really appreciate if you could answer this question,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,Positive,positive
167,I would really appreciate if you could answer this question,will be back later.  http://plurk.com/p/rp3k7,Neutral,neutral
168,I would really appreciate if you could answer this question,may the fourth be with you! happy star wars day,Positive,positive
169,I would really appreciate if you could answer this question, someone came in when I was sleeping off my national passtime and turned me human,Neutral,positive
170,I would really appreciate if you could answer this question,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",Neutral,negative
171,I would really appreciate if you could answer this question,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",Neutral,negative
172,I would really appreciate if you could answer this question,_30439 I really wish I could go!,Negative,positive
173,I would really appreciate if you could answer this question,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",Neutral,neutral
174,I would really appreciate if you could answer this question, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,Negative,negative
175,I would really appreciate if you could answer this question,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,Negative,negative
176,I would really appreciate if you could answer this question,Good morning  ready to start this week.,Positive,positive
177,I would really appreciate if you could answer this question,can`t wait to november for Jobros concert ! In examination,Positive,positive
178,I would really appreciate if you could answer this question,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,Negative,neutral
179,I would really appreciate if you could answer this question," Ahhh, I slept through the game.  I`m gonna try my best to watch tomorrow though. I hope we play Army.",Neutral,neutral
180,I would really appreciate if you could answer this question,i am living in ignorance  :@,Neutral,negative
181,I would really appreciate if you could answer this question," as much as i love to be hopeful, i reckon the chances are minimal =P i`m never gonna get my cake and stuff",Negative,neutral
182,I would really appreciate if you could answer this question,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",Neutral,negative
183,I would really appreciate if you could answer this question,missed out on westcott micro apollo too,Neutral,negative
184,I would really appreciate if you could answer this question,Saw a black snake in the garden.  Went back for a picture and it was gone,Neutral,neutral
185,I would really appreciate if you could answer this question, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,Positive.,positive
186,I would really appreciate if you could answer this question,"i lost all my friends, i`m alone and sleepy..i wanna go home",Neutral,negative
187,I would really appreciate if you could answer this question, hemp cloth is marvelous but unfortunately no,Negative,negative
188,I would really appreciate if you could answer this question,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,Neutral,neutral
189,I would really appreciate if you could answer this question, more nightmares?  *huggles*,Negative,neutral
190,I would really appreciate if you could answer this question, *points at the gear question I just posted* I cant get the rest of my Dreadweave set,Neutral.,neutral
191,I would really appreciate if you could answer this question,19 days and counting,Neutral,neutral
192,I would really appreciate if you could answer this question,"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",Negative,negative
193,I would really appreciate if you could answer this question,Good Morning! - Court - Crossfit - Bible Study - Someone very special`s house  http://tinyurl.com/cjs668,Neutral,positive
194,I would really appreciate if you could answer this question, good luck!! How exciting,Positive,positive
195,I would really appreciate if you could answer this question,I am tres depressed,Negative,negative
196,I would really appreciate if you could answer this question,i think i just good stood up...,Neutral,positive
197,I would really appreciate if you could answer this question,  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,Neutral,positive
198,I would really appreciate if you could answer this question, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,Negative,negative
199,I would really appreciate if you could answer this question," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",Positive,positive
200,I would really appreciate if you could answer this question,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",Positive,positive
201,I would really appreciate if you could answer this question, Not available in my area  I would too,Negative,negative
202,I would really appreciate if you could answer this question,I still smell of smoke  #kitchenfire,Negative,neutral
203,I would really appreciate if you could answer this question,i never knew a dentention was so hard 2 get,Negative,negative
204,I would really appreciate if you could answer this question,needs more followers,Neutral,neutral
205,I would really appreciate if you could answer this question,"Omg, my mom just called... Im too late... Hes gone",Negative,negative
206,I would really appreciate if you could answer this question,And the Sun is shinning.........at last,Positive,positive
207,I would really appreciate if you could answer this question, oooo ok   why  havent you accepted my friends request,Neutral,neutral
208,I would really appreciate if you could answer this question, AWWWW  we`re gonna miss you!,Positive,negative
209,I would really appreciate if you could answer this question," yeah real hard, but I know you`ll get by with it... smile",Positive,neutral
210,I would really appreciate if you could answer this question,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",Neutral,positive
211,I would really appreciate if you could answer this question,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,Positive,positive
212,I would really appreciate if you could answer this question, My pleasure,Positive,neutral
213,I would really appreciate if you could answer this question, I can`t believe you went and got boba without me.,Negative,neutral
214,I would really appreciate if you could answer this question,its my burfday and i`m all alone,Neutral.,negative
215,I would really appreciate if you could answer this question, awww  I`ll let you off - but you`d better be there for my next 30th! XD,Positive,positive
216,I would really appreciate if you could answer this question,is sad that she is not seeing Basshunter at Metroplex this weekend,Negative,negative
217,I would really appreciate if you could answer this question,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,Positive,positive
218,I would really appreciate if you could answer this question,michelle is a hot mama with chichis grande,Neutral,neutral
219,I would really appreciate if you could answer this question,Gonna read a story bout adam lambert online then bed. Nighty night,Positive,neutral
220,I would really appreciate if you could answer this question, I sorry,Neutral,positive
221,I would really appreciate if you could answer this question,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,Negative,neutral
222,I would really appreciate if you could answer this question,sitting at home doing nothing. gonna be like this all weekend,Neutral,neutral
223,I would really appreciate if you could answer this question,who watched X-men origins: wolverine? i totally loved it! haha,Positive,positive
224,I would really appreciate if you could answer this question," OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",Negative,neutral
225,I would really appreciate if you could answer this question,I really really like the song Love Story by Taylor Swift,Positive,positive
226,I would really appreciate if you could answer this question,  That was stone cold   Crazy....  ?,Neutral,negative
227,I would really appreciate if you could answer this question,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",Negative,negative
228,I would really appreciate if you could answer this question, hey Phillll! Wazzuppppp?!,Positive.,neutral
229,I would really appreciate if you could answer this question,Waiting for 5:00 & having cramps,Negative,negative
230,I would really appreciate if you could answer this question,On the way to Malaysia...no internet access to Twit,Neutral,negative
231,I would really appreciate if you could answer this question,Working now,Neutral,neutral
232,I would really appreciate if you could answer this question, No it`s not sad. Should make you proud,Positive,negative
233,I would really appreciate if you could answer this question,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,Neutral,negative
234,I would really appreciate if you could answer this question, Not a prob hun,Neutral,positive
235,I would really appreciate if you could answer this question, hahaa your awesomee !,Positive,positive
236,I would really appreciate if you could answer this question,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,Positive,positive
237,I would really appreciate if you could answer this question, Bryan hasn`t replied about wingnuts,Neutral,neutral
238,I would really appreciate if you could answer this question, nice one !,Positive,positive
239,I would really appreciate if you could answer this question, Sooo SAD I will miss you here in San Diego!!!,Neutral,negative
240,I would really appreciate if you could answer this question,Playing Ghost Online is really interesting. The new updates are Kirin pet and Metamorph for third job.  Can`t wait to have a dragon pet,Positive,positive
241,I would really appreciate if you could answer this question," ah, ok  thank youuuuuu!",Positive,positive
242,I would really appreciate if you could answer this question,sorry guys i didn`t sign in for a while  sorry every1,Neutral,negative
243,I would really appreciate if you could answer this question,Hell yeah Kellynn got a Twitter. Finally.,Positive,neutral
244,I would really appreciate if you could answer this question," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",Negative,positive
245,I would really appreciate if you could answer this question,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",Positive,positive
246,I would really appreciate if you could answer this question, I am lost. Please help me find a good home.,Neutral,negative
247,I would really appreciate if you could answer this question,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",Positive,positive
248,I would really appreciate if you could answer this question,Happy Mothers Day people. i love my mom a lot still,Positive,positive
249,I would really appreciate if you could answer this question,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),Positive,positive
250,I would really appreciate if you could answer this question,  Thanks,Neutral,positive
251,I would really appreciate if you could answer this question, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,Positive,neutral
252,I would really appreciate if you could answer this question,I want it BACK NOW!: http://bit.ly/PP1WZ,Negative,neutral
253,I would really appreciate if you could answer this question,mozart`s requiem!,Positive,neutral
254,I would really appreciate if you could answer this question,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,Negative,negative
255,I would really appreciate if you could answer this question, Thank you  x,Neutral,positive
256,I would really appreciate if you could answer this question,I missed your calls,Neutral,negative
257,I would really appreciate if you could answer this question,Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,Positive,neutral
258,I would really appreciate if you could answer this question,"`s plans didn`t go as followed, but its ok",Neutral,neutral
259,I would really appreciate if you could answer this question,juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,Positive,positive
260,I would really appreciate if you could answer this question," ah yes, I know that feeling",Neutral,neutral
261,I would really appreciate if you could answer this question,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,Neutral,negative
262,I would really appreciate if you could answer this question,"My frist post... Off to find a new car for my parents, exciting!",Positive,positive
263,I would really appreciate if you could answer this question,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",Positive,positive
264,I would really appreciate if you could answer this question,mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,Negative,negative
265,I would really appreciate if you could answer this question,there`s really no android twitter app of Tweetie`s calibre,Negative,neutral
266,I would really appreciate if you could answer this question,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",Positive,neutral
267,I would really appreciate if you could answer this question,Car-warmed Sprite tastes like sore throat,Negative,negative
268,I would really appreciate if you could answer this question,_Greta That is so not good.  Your box is worth way more than that!,Negative,negative
